id,Duplicate,Date,Av_Diameter_mm,Height_cm,Leaf_Area_cm2,Av_SLA _mg/cm2,Pres_Air_KPa,Trmmol_mmolm_2s_1,Resistwp_Pasm2umol_1,CO2i_Pred_Pa,LeafTemp_oC,Resistwp25_Pasm2umol_1,thetafactor,corrphi,corrAnnet,Anet_Pred_umolm_2s_1,Anet_Obs_umolm_2s_1,PARi_umolm_2s_1,StomatalCond_H2O_molm_2s_1,Pres_O2_KPa,CO2S_Pa,Pres_H2O_KPa,PhiPSII_obs,PhiPSII_pred,ChamberAirTemp_oC,PARi,Resistch_Pasm2umol_1,SumSquare_NA,gamma_Pa,Jmax25,CurveID_NA,TempLeaf,betaPSII_NA,CO2c_Pa,VPDL_KPa,CO2i_obs_Pa,ChlFlPHIPSII_Obs_NA,gamma25_Pa,Rdlight_umolm_2s_1,SumSquare,Rdlight25_umolm_2s_1,phifactor,Resistch25_Pasm2umol_1
Besc-307.csv,Unique,6/24/2014,7.365,72,28.01,2.922077922,98.9,2.77,1.39,30.05,26.3,1.52,0.76,1,1,14.64,14.19,498.49,0.28,20.72,38.77,2.4,0.66,0.66,25.7,200.22,0,1.8,0.41,123.67,NAxxxx,25.29,0.38,9.69,0.97,30.05,0.53,0.39,3.35,0.16,3.09,1.08,0
Besc-309.csv,Unique,7/2/2014,11.065,214,94.53,2.012987013,98.75,1.54,0,32.74,25.95,0,1,0.98,0.99,5.81,5.32,400.18,0.14,20.69,39.51,2.22,0.41,0.41,25.62,350.29,0,1.64,0,30.51,NAxxxx,25.86,0.21,32.74,1.1,32.74,0.39,0,1.03,3.02,0.97,0.66,0
besc-31.csv,Unique,8/7/2014,6.035,157.5,37.36,2.337662338,98.69,0.77,6.86,30.87,26.73,7.69,1.01,0.99,0.95,4.13,3.83,349.94,0.07,20.68,39.55,2.46,0.31,0.29,25.63,297.96,0,1.64,0.21,19.19,NAxxxx,26.58,0.28,2.5,1,30.87,0.27,0.2,0,4.71,0,0.84,0
besc-310.csv,Unique,8/19/2014,11.275,177.5,65.54,4.366883117,98.69,0.41,1.04,24.09,26.51,1.15,0.61,0.99,0.99,7.74,7.69,348.54,0.07,20.68,39.44,2.74,0.67,0.67,26.01,74.54,0,1.45,0.19,70.99,NAxxxx,26.17,0.29,15.2,0.66,24.09,0.45,0.18,1.23,0,1.12,1.03,0
Besc-311.csv,Unique,7/8/2014,4.665,82,39.52,1.948051948,98.69,0.67,0,26.2,28,0,0.78,1,0.91,4.07,3.67,401.68,0.05,20.68,39.27,2.32,0.51,0.51,25.83,101.25,0,1.65,0,17.09,NAxxxx,27.04,0.2,26.2,1.41,26.2,0.24,0,0,0,0,0.87,0
besc-318.csv,Unique,8/11/2014,12.205,227,30.04,2.824675325,98.43,1.02,4.84,32.79,26.58,5.38,0.88,1,0.98,4.99,4.51,349.53,0.12,20.62,39.11,2.62,0.45,0.45,25.63,199.6,0,1.46,0.25,24.34,NAxxxx,26.35,0.26,8.86,0.8,32.79,0.32,0.23,0.48,0.3,0.43,0.94,0
Besc-321.csv,Unique,7/8/2014,6.445,164.5,106.38,2.272727273,98.73,1.82,0.92,25.75,27.01,1.05,0.91,1,1,13.43,12.99,400.88,0.17,20.68,38.71,2.47,0.54,0.54,26.05,350.63,0,1.56,1.65,96.63,NAxxxx,26.94,0.45,13.43,1.05,25.75,0.51,1.54,0.26,5.07,0.23,0.95,0
Besc-322.csv,Unique,6/24/2014,6.515,174.5,79.35,1.883116883,98.88,1.43,2.06,26.31,26.79,2.32,0.94,0.99,0.99,8.73,8.12,498.79,0.11,20.72,39.13,2.18,0.6,0.6,25.63,350.73,0,2.87,1.01,86.1,NAxxxx,26.23,0.34,8.62,1.3,26.31,0.53,0.95,4.23,8.93,3.78,1.02,0
Besc-327.csv,Unique,7/31/2014,10.775,208,64.29,3.116883117,99.33,1.12,3.43,28.77,26.52,3.8,0.95,1,1,6.67,6.25,350.16,0.1,20.81,39.76,2.29,0.57,0.57,25.83,198.58,0,0.96,0.05,39.43,NAxxxx,26.2,0.33,6.08,1.13,28.77,0.41,0.04,2.85,0.31,2.59,0.99,0
besc-332.csv,Unique,8/19/2014,11.735,233,77.57,3.668831169,98.49,0.86,2.03,26.37,25.73,2.13,0.95,1,0.99,7.74,7.47,349.83,0.09,20.63,39.45,2.38,0.51,0.52,25.31,297.77,0,1.53,0.93,47.04,NAxxxx,25.61,0.31,10.69,0.89,26.37,0.47,0.91,0.46,2.63,0.44,0.99,0
besc-333.csv,Unique,8/15/2014,12.39,165,44.32,4.090909091,98.92,0.48,0,20.29,27.15,0,0.98,1,0.99,7.78,7.53,400.35,0.05,20.72,39.17,2.79,0.44,0.44,25.72,351.13,0,2.11,0,33.33,NAxxxx,26.97,0.26,20.29,0.75,20.29,0.4,0,1.15,1.72,1.01,0.96,0
besc-334.csv,Unique,8/5/2014,11.755,175,89.42,3.051948052,98.98,2.2,1.38,29.6,25.68,1.44,0.91,0.99,1,12.18,12.02,351.06,0.21,20.74,39.6,2.21,0.6,0.6,25.66,250.1,0,0.56,0.93,107.39,NAxxxx,25.51,0.45,12.83,1.05,29.6,0.55,0.91,2.61,3.96,2.5,0.98,0
besc-343.csv,Unique,8/6/2014,6.34,180.5,47.69,5.194805195,98.78,0.93,9.98,33.12,26.77,11.22,0.98,0.99,0.97,3.24,3.13,351.7,0.09,20.7,39.55,2.42,0.29,0.29,25.67,250.22,0,0.73,0.04,13.92,NAxxxx,26.39,0.25,1.08,1.05,33.12,0.22,0.04,0.11,1.2,0.1,0.83,0
besc-345.csv,Unique,8/12/2014,13.05,242,31.68,4.237012987,98.55,0.45,1.83,24.35,26.33,2,0.9,0.99,1,10.24,10.3,348.1,0.11,20.65,38.84,2.91,0.67,0.67,25.9,99.88,0.18,1.48,0,50.22,NAxxxx,25.88,0.33,2.33,0.45,24.35,0.46,0,0.35,0.02,0.32,1.03,0.2
besc-350.csv,Unique,8/1/2014,11.415,193.5,60.08,2.792207792,99,0.89,2.85,28.97,27.34,3.33,0.88,1,1,4.77,4.7,350.29,0.08,20.74,39.55,2.45,0.53,0.53,25.88,201.67,0,0.19,3.02,46.94,NAxxxx,27.03,0.39,15.47,1.13,28.97,0.4,2.8,1.72,0.16,1.49,0.97,0
besc-351.csv,Unique,8/15/2014,13.94,237,56.52,7.337662338,98.84,1.84,2.91,33.42,26.06,3.13,0.93,1,0.99,5.06,5,349.94,0.16,20.71,39.28,2.18,0.51,0.51,25.52,297.95,0,1.41,0.53,41.49,NAxxxx,25.86,0.27,18.7,1.15,33.42,0.47,0.51,3.41,0.62,3.19,1.02,0
besc-354.csv,Unique,8/6/2014,10.825,188,94.57,3.701298701,98.88,2.24,1.98,34.33,26.37,2.17,0.89,1,1,7.52,7.26,351.32,0.24,20.71,39.59,2.48,0.46,0.47,25.77,302.17,0,0.69,2.76,57.55,NAxxxx,26.19,0.39,19.48,0.89,34.33,0.43,2.64,0.79,1.63,0.72,0.95,0
besc-357.csv,Unique,8/13/2014,15.045,281.5,30.33,9.177489177,99.03,1.34,1.85,27.01,27.07,2.13,0.93,1,1,9.56,9.23,350.51,0.12,20.75,39.6,2.46,0.64,0.64,26.11,199.03,0,0.97,0.39,54.02,NAxxxx,26.77,0.34,9.29,1.07,27.01,0.5,0.37,1.52,0.07,1.34,1.05,0
besc-358.csv,Unique,8/14/2014,12.495,191.2,77.27,6.396103896,98.73,2.44,2.86,32.27,26.19,3.1,0.96,1,1,7.47,7.26,351.31,0.18,20.68,39.53,2.05,0.53,0.53,25.74,302.01,0,0.91,0.29,48.57,NAxxxx,26.04,0.3,10.9,1.32,32.27,0.49,0.28,2.56,3.46,2.38,0.97,0
Besc-36.csv,Sameleaf_Dup,7/2/2014,8.21,135,80.88,2.727272727,98.85,1.01,0,27.19,26.88,0,0.77,0.99,0.99,6.94,7.2,399.69,0.1,20.71,39.58,2.48,0.54,0.55,25.85,251.04,0,1.52,0,49.38,NAxxxx,26.67,0.19,27.19,1.01,27.19,0.49,0,0.8,0.12,0.71,0.91,0
besc-36.csv,Unique,6/27/2014,8.21,135,80.88,2.727272727,98.82,2.07,3.06,31.34,27.56,3.63,0.97,0.98,1,8.59,8.1,499.23,0.17,20.7,39.58,2.47,0.45,0.47,25.98,399.61,0,1.36,0.01,45.75,NAxxxx,27.34,0.26,5.21,1.18,31.34,0.41,0.01,2.28,26.57,1.94,0.81,0
besc-363.csv,Unique,8/14/2014,12.84,267,129.75,8.402597403,99.04,1.19,0,31,27.06,0,0.89,1,1,7.34,7.12,350.62,0.14,20.75,39.62,2.69,0.53,0.53,25.86,251.64,0,1.1,0,38.45,NAxxxx,26.88,0.27,31,0.83,31,0.44,0,1.4,0.47,1.23,1,0
besc-37.csv,Unique,8/6/2014,11.95,185,93.11,4.545454545,98.88,1.34,1.41,31.63,26.51,1.56,0.88,1,1,6.19,6.1,349.68,0.13,20.71,39.61,2.44,0.6,0.59,25.8,247.9,0,0.6,4.72,89.46,NAxxxx,26.31,0.45,22.93,0.98,31.63,0.52,4.49,3.58,0.71,3.26,1.03,0
besc-373.csv,Unique,8/13/2014,14.34,241.5,45.26,7.061688312,99.04,1.57,2.54,30.38,26.64,2.83,0.92,1,1,9.8,9.58,349.32,0.17,20.75,39.65,2.56,0.61,0.61,25.97,199.3,0,0.84,0.02,50.6,NAxxxx,26.47,0.34,5.5,0.87,30.38,0.47,0.02,1.65,0.11,1.49,1.03,0
Besc-377.csv,Unique,7/9/2014,11.845,283,40.72,4.935064935,98.88,1.98,1.8,33.62,25.23,1.83,0.88,1,0.99,5.83,5.61,399.19,0.18,20.72,39.24,2.1,0.55,0.56,25.31,348.77,0,1.09,2.76,74.49,NAxxxx,25.17,0.31,23.13,1.07,33.62,0.52,2.74,3.82,2.62,3.77,1.04,0
besc-378.csv,Unique,8/12/2014,6.76,163,51.38,4.188311688,98.54,0.17,0,11.99,27.09,0,0.87,1,1,4.47,4.53,599.94,0.02,20.64,39.14,2.68,0.67,0.67,25.97,49.01,0,0.18,0.03,20.93,NAxxxx,26.44,0.28,11.99,0.84,11.99,0.16,0.03,0.88,0,0.78,1.04,0
besc-381.csv,Unique,8/22/2014,12.55,190,41.32,6.19047619,99.24,0.52,3.15,25.51,26.71,3.53,0.92,1,1,5.27,4.96,350.02,0.06,20.79,39.4,2.6,0.59,0.6,25.81,150.83,0,0.47,1.01,38.71,NAxxxx,26.25,0.34,9.37,0.85,25.51,0.39,0.95,1.56,0.06,1.4,1.01,0
besc-388.csv,Unique,8/20/2014,10.84,245.5,113.48,5.183982684,98.91,1.9,1.61,30.84,25.55,1.67,0.87,1,1,9.05,9,350.59,0.19,20.72,39.1,2.25,0.56,0.56,25.59,299.86,0,1.39,0.37,77.64,NAxxxx,25.48,0.35,16.28,0.99,30.84,0.52,0.36,3.7,4.72,3.58,1.02,0
Besc-390.csv,Unique,7/2/2014,9.46,200,39.58,3.636363636,98.79,1.82,1.78,31.23,26.52,1.97,0.91,0.99,1,7.96,8.07,400.2,0.17,20.7,39.56,2.37,0.58,0.58,25.96,350.33,0,0.19,0.1,64.54,NAxxxx,26.43,0.19,17.08,1.05,31.23,0.57,0.09,1.21,0.43,1.1,0.93,0
Besc-393.csv,Unique,7/9/2014,10.515,241,143.63,3.766233766,98.91,1.97,0.55,23.92,25.42,0.57,0.85,1,1,14.12,14.04,398.81,0.16,20.72,38.86,2,0.6,0.61,25.31,348.49,0,1.18,2.9,159.51,NAxxxx,25.37,0.48,16.13,1.22,23.92,0.58,2.86,0,3.08,0,1.03,0
besc-394.csv,Unique,8/19/2014,11.525,195.5,93.1,6.519480519,98.73,1.35,1.72,32.36,24.52,1.67,0.94,1,1,11.18,11.19,300.03,0.27,20.68,39.5,2.5,0.64,0.64,25.44,248.97,0,1.62,0.32,89.04,NAxxxx,24.47,0.36,12.96,0.52,32.36,0.61,0.32,1.73,9.6,1.78,1.04,0
besc-40.csv,Unique,8/18/2014,11.345,245.5,41.8,3.993506494,98.69,0.17,3.76,17.25,26.29,4.09,0.1,0.99,0.99,4.23,4.01,350.69,0.03,20.68,39.49,2.79,0.67,0.67,25.61,49.36,0,0.64,0.04,94.96,NAxxxx,25.61,0.27,0.84,0.57,17.25,0.37,0.03,1.51,0,1.39,1.03,0
besc-411.csv,Unique,8/6/2014,9.73,228,107.02,4.61038961,98.73,1.33,2.24,31.98,26.27,2.44,0.91,1,0.99,7.01,6.87,350.35,0.16,20.68,39.48,2.53,0.62,0.62,25.53,198.66,0,1.35,1.74,62.11,NAxxxx,25.99,0.37,16.64,0.83,31.98,0.49,1.67,2.34,0.24,2.16,1.04,0
Besc-414.csv,Unique,7/31/2014,11.125,238.5,61.49,5.38961039,99.04,1.55,2.64,34.81,26.44,2.9,0.83,1,0.99,4.37,4.08,349.57,0.16,20.75,39.66,2.43,0.52,0.52,25.73,297.58,0,1.33,1.67,52.42,NAxxxx,26.38,0.3,23.29,0.97,34.81,0.47,1.59,4.07,0.35,3.72,1.05,0
Besc-419.csv,Unique,6/25/2014,4.595,124,57.12,1.818181818,98.86,1.92,2,27.48,26.33,2.19,1.12,0.94,1,12.3,11.99,500.56,0.16,20.71,39.6,2.28,0.49,0.47,25.61,400.43,0,1.32,0.16,56.68,NAxxxx,26.27,0.35,3.35,1.12,27.48,0.44,0.15,0.94,50.25,0.87,0.76,0
besc-429.csv,Unique,8/6/2014,12.54,248,83.4,5.714285714,98.85,0.86,5.55,30.43,26.15,6,0.98,0.99,0.99,5.19,5.35,349.61,0.1,20.71,39.48,2.5,0.52,0.52,25.66,200.83,0.02,1.82,0,33.53,NAxxxx,25.81,0.33,2.82,0.84,30.43,0.36,0,2.41,0.88,2.24,0.92,0.02
besc-43.csv,Unique,8/6/2014,7.48,140.5,124.19,2.727272727,98.63,0.89,0,33.46,26.8,0,0.2,1,0.97,3.25,3.04,348.26,0.09,20.66,39.49,2.52,0.58,0.58,25.71,49,8.4,0.76,0.01,39.92,NAxxxx,26.38,0.28,0.13,0.95,33.46,0.23,0.01,0.38,0,0.34,0.97,9.47
besc-431.csv,Unique,8/20/2014,16.43,303,46.48,7.987012987,98.79,1.37,1.2,26.95,25.85,1.27,0.93,1,1,9.83,9.77,349.65,0.14,20.7,38.94,2.32,0.64,0.64,25.45,297.8,0,1.25,1.79,97.68,NAxxxx,25.65,0.38,15.15,0.97,26.95,0.61,1.74,2.19,9.16,2.08,1.05,0
Besc-437.csv,Unique,7/9/2014,12.025,266,80.48,3.376623377,98.86,1.38,0.35,20.48,25.6,0.37,0.86,1,0.99,11.81,11.59,401.92,0.1,20.71,38.86,1.97,0.65,0.65,25.31,200.97,0,1.34,5.24,160.8,NAxxxx,25.55,0.62,16.32,1.29,20.48,0.54,5.14,0,0.05,0,1.05,0
besc-438.csv,Unique,8/6/2014,12.635,285,73.18,4.935064935,98.8,1.14,3.87,33.74,25.67,4.05,0.89,1,1,4.7,4.72,349.36,0.14,20.7,39.52,2.46,0.64,0.64,25.39,150.32,0,0.52,0.45,46.51,NAxxxx,25.32,0.27,15.56,0.79,33.74,0.48,0.44,4.06,0.02,3.89,1.03,0
besc-441.csv,Unique,8/7/2014,11.105,216,74.2,3.701298701,98.76,0.89,1.53,28.58,26.78,1.72,0.92,1,1,7.54,7.18,349.87,0.11,20.69,39.56,2.66,0.57,0.57,25.72,248.03,0,0.86,4.32,82.75,NAxxxx,26.59,0.55,17.03,0.79,28.58,0.47,4.07,1.96,0.51,1.76,1.04,0
besc-442.csv,Unique,8/14/2014,11.345,260,34.44,3.051948052,98.76,0.49,6.7,26.24,27.81,8.07,0.89,0.99,0.96,2.35,2.21,350.62,0.03,20.69,39.54,2.04,0.53,0.53,25.9,99.7,3.22,0.65,0,10.73,NAxxxx,27.01,0.16,1.76,1.67,26.24,0.24,0,0.42,0.01,0.35,0.92,3.87
Besc-443.csv,Unique,7/9/2014,3.98,69,21.16,1.883116883,98.81,0.4,6.01,29.29,27.09,6.9,,n/a,0.57,1.86,1.6,399.88,0.03,20.7,39.34,2.16,,,25.62,,7.87,1.35,0,,NAxxxx,,0.15,3.53,1.39,29.29,0.15,0,0,,0,,9.04
besc-47.csv,Unique,8/20/2014,8.175,188.5,59.06,4.951298701,98.94,1,5.25,30.14,26.06,5.63,0.99,0.99,0.99,5.75,5.56,350.44,0.11,20.73,39.27,2.39,0.45,0.45,25.64,248.76,0,0.69,0,30.69,NAxxxx,25.73,0.32,1.12,0.94,30.14,0.35,0,1.87,2.71,1.75,0.93,0
Besc-48.csv,Unique,6/24/2014,,,,,98.74,0.33,11.56,23.05,27.5,13.63,0.12,1,0.98,1.99,2,500.82,0.02,20.69,39.37,2.07,0.39,0.39,25.47,50.22,0,0.23,0,20.82,NAxxxx,25.55,0.25,0.06,1.57,23.05,0.12,0,0.37,0,0.32,0.68,0
besc-52.csv,Unique,8/14/2014,15.06,240,83.67,8.522727273,98.89,0.34,7.63,26.6,27.19,8.82,0.89,1,0.99,1.95,1.74,349.01,0.02,20.72,39.61,2.12,0.59,0.59,25.96,150.2,0,0.99,0.28,24.28,NAxxxx,26.78,0.23,10.5,1.45,26.6,0.36,0.26,3.52,0,3.07,1.07,0
besc-58.csv,Unique,8/13/2014,5.085,102,20.28,3.051948052,98.85,1.06,10.4,34.06,25.83,11,1.2,0.96,0.97,2.38,2.31,348.59,0.08,20.71,39.55,2,0.21,0.21,25.48,298.88,3.08,0.5,0,11.49,NAxxxx,25.74,0.26,0,1.31,34.06,0.18,0,0.56,2.79,0.53,0.66,3.25
besc-64.csv,Unique,8/6/2014,10.68,196,144.6,5,98.69,1.03,1.31,30.6,26.47,1.44,0.82,1,1,5.89,5.91,349.58,0.11,20.68,39.51,2.51,0.59,0.59,25.57,297.63,0,1.72,3.24,89.7,NAxxxx,26.31,0.36,22.91,0.89,30.6,0.55,3.08,4.03,1.63,3.68,1.06,0
Besc-66.csv,Unique,7/8/2014,5.18,110.5,39.77,1.493506494,98.81,0.35,8.35,24.49,28.17,10.29,,n/a,0.18,2.45,2.34,401.39,0.03,20.7,39.38,2.48,,,26.48,,0,0.92,1.06,,NAxxxx,,0.58,4.3,1.28,24.49,0.11,0.96,0,,0,,0
besc-68.csv,Unique,8/5/2014,10.79,279,52.82,2.142857143,99.27,0.89,5.3,30.31,26.81,5.98,0.99,0.99,0.99,5.6,5.37,351.1,0.1,20.8,39.73,2.57,0.46,0.46,25.92,199.35,0,1.4,0,28.83,NAxxxx,26.48,0.37,0.58,0.88,30.31,0.3,0,1.6,1.5,1.43,0.86,0
besc-70.csv,Unique,8/7/2014,12.625,,60.81,6.493506494,98.87,1.37,1.61,31.17,26.15,1.74,0.91,1,1,7.83,7.66,348.24,0.16,20.71,39.59,2.49,0.6,0.6,25.73,297.83,0,0.98,0.92,82.91,NAxxxx,26.07,0.38,18.56,0.86,31.17,0.56,0.89,5.7,6.18,5.3,1.05,0
besc-75.csv,Unique,8/6/2014,13.315,301.5,69.27,6.558441558,98.88,0.87,2.74,27.89,26.25,2.97,0.97,1,1,7.14,6.91,348.99,0.1,20.72,39.52,2.5,0.51,0.52,25.7,298.47,0,0.44,0.33,50.3,NAxxxx,26.13,0.35,8.37,0.86,27.89,0.47,0.31,3.49,5.08,3.22,0.95,0
besc-76.csv,Unique,8/13/2014,14.185,268.5,61.46,6.064935065,98.97,0.72,2.18,23.97,27.19,2.52,0.83,1,0.99,5.22,5.28,350.63,0.06,20.73,39.65,2.3,0.49,0.49,25.94,202.05,0,1.36,1.53,38.15,NAxxxx,26.73,0.3,12.37,1.26,23.97,0.38,1.42,0.7,0.01,0.61,0.91,0
besc-77.csv,Unique,8/5/2014,11.795,242,131.56,3.311688312,99.22,1.22,1.78,26.39,27.21,2.06,0.92,1,1,9.18,8.96,350.22,0.11,20.79,39.72,2.5,0.6,0.6,26.17,249.6,0,0.62,0.68,67.44,NAxxxx,26.83,0.37,10.07,1.06,26.39,0.53,0.63,2.6,2.54,2.26,1.02,0
Besc-79.csv,Unique,7/2/2014,12.32,224.5,,5.454545455,98.75,1.54,1.66,31,26.08,1.78,0.91,0.99,1,6.55,6.62,400.19,0.13,20.69,39.58,2.22,0.61,0.61,25.59,350.27,0,0.39,0.01,62.21,NAxxxx,26,0.18,20.11,1.12,31,0.59,0.01,2.26,0.23,2.11,0.97,0
besc-803.csv,Unique,8/5/2014,14.28,259.5,58.56,5.324675325,99.04,0.26,0,26.47,27.28,0,0.1,1,0.99,4.56,5.11,350.16,0.03,20.75,39.66,2.85,0.66,0.66,25.85,48.44,0,1.67,0,109.27,NAxxxx,26.69,0.21,26.47,0.71,26.47,0.49,0,2.98,0,2.59,0.99,0
besc-806.csv,Unique,8/8/2014,11.255,193.5,24.42,3.279220779,99.13,1.38,4.34,32.79,25.43,4.46,0.91,0.99,1,7.42,7.08,349.07,0.18,20.77,39.68,2.44,0.52,0.52,25.44,150.35,0,0.75,0,35.87,NAxxxx,25.08,0.38,1.74,0.76,32.79,0.3,0,0.88,0.18,0.86,0.95,0
Besc-816.csv,Unique,7/2/2014,7.985,211,64.17,3.246753247,98.63,0.57,3.24,26.57,26.83,3.66,0.72,1,0.99,3.79,3.82,400.87,0.05,20.66,39.49,2.38,0.58,0.58,25.63,249.98,0,0.22,1.61,38.71,NAxxxx,26.42,0.14,14.27,1.11,26.57,0.51,1.52,0.46,0.01,0.41,0.99,0
besc-823.csv,Unique,8/22/2014,16.02,340,58.17,7.061688312,99.11,1.25,2.25,29.42,25.52,2.33,0.79,1,1,8.8,8.56,350.97,0.15,20.76,39.16,2.39,0.6,0.6,25.5,198.08,0,0.37,0.2,70.37,NAxxxx,25.09,0.35,9.63,0.82,29.42,0.48,0.2,2.97,0.01,2.87,1.07,0
besc-827.csv,Unique,8/12/2014,7.83,174,61.24,2.346938776,98.39,0.52,8.66,31.61,26.97,9.87,0.45,1,0.98,3.24,3.18,348.21,0.07,20.61,39.2,2.76,0.56,0.56,25.73,48.99,0,0.62,0.44,41.62,NAxxxx,26.25,0.43,3.93,0.73,31.61,0.23,0.41,1.27,0,1.13,0.94,0
besc-829.csv,Unique,8/7/2014,11.425,201.5,91.73,3.170995671,98.66,1.96,2.71,34.1,25.14,2.73,0.86,1,1,6.61,6.31,348.94,0.21,20.67,39.49,2.23,0.57,0.57,25.3,199.47,0,0.6,1.57,61.34,NAxxxx,24.86,0.38,16.2,0.93,34.1,0.44,1.56,2.67,0.16,2.65,1.03,0
besc-834.csv,Unique,8/18/2014,12.46,304.5,61.34,9.155844156,98.21,0.87,0.62,22.83,26.3,0.68,0.95,0.99,1,10.35,10.09,351.72,0.1,20.58,39.3,2.53,0.6,0.6,25.56,302.32,0,1.88,1.72,77.32,NAxxxx,26.12,0.35,16.37,0.84,22.83,0.57,1.65,0.61,9.58,0.57,0.98,0
besc-838.csv,Unique,8/14/2014,6.9,162.5,36.99,2.88961039,98.82,0.62,2.02,20.94,27.95,2.46,0.87,0.99,0.97,5.13,4.85,349.64,0.04,20.7,39.55,2.38,0.59,0.59,26.02,99.07,0,1.95,0.56,24.75,NAxxxx,27.04,0.24,10.34,1.33,20.94,0.35,0.51,0,0.02,0,0.95,0
besc-840.csv,Unique,8/20/2014,9.66,216,49.59,4.805194805,98.97,1.37,4.92,32.1,25.15,4.97,0.98,1,0.98,6.5,6,349.72,0.15,20.74,39.21,2.24,0.37,0.36,25.43,300.95,0,2.92,0,32.86,NAxxxx,25.07,0.35,0.62,0.92,32.1,0.33,0,1.3,10.23,1.29,0.94,0
besc-847.csv,Unique,8/8/2014,9.105,168.5,69.41,2.034632035,99.17,0.18,0,10.07,26.88,0,0.57,1,0.99,4.96,5.05,700.9,0.02,20.78,39.63,2.7,0.63,0.63,25.56,49.19,0,0.52,0,29.5,NAxxxx,25.67,0.27,10.07,0.78,10.07,0.18,0,1.28,0,1.14,1.03,0
Besc-848.csv,Unique,7/31/2014,9.045,158,43.77,2.857142857,99.15,1.44,2.57,28.31,26.84,2.91,0.95,1,1,7.75,7.31,349.19,0.11,20.77,39.67,2.21,0.58,0.59,26,248.61,0,1.28,0.34,48.66,NAxxxx,26.63,0.31,8.48,1.28,28.31,0.5,0.32,2.37,3.48,2.12,1.01,0
besc-85.csv,Unique,8/22/2014,14.65,282.5,31.51,5.941558442,99.03,0.83,5.13,31.01,25.32,5.24,0.91,0.99,1,5.39,4.96,349.25,0.1,20.75,39.33,2.38,0.56,0.56,25.35,249.95,0,0.82,0,53.7,NAxxxx,25.13,0.3,3.34,0.8,31.01,0.49,0,5.11,1.88,5.01,0.99,0
Besc-852.csv,Unique,6/26/2014,5.11,106.5,,,98.95,1.47,3.31,29.04,27.35,3.87,0.85,1,0.99,7.92,7.52,500.34,0.13,20.73,39.19,2.45,0.59,0.59,25.83,151.11,0,2.14,0.18,49.15,NAxxxx,26.49,0.31,4.04,1.14,29.04,0.37,0.16,1.62,0.01,1.4,0.96,0
besc-855.csv,Unique,8/8/2014,8.355,203,89.7,5.142857143,98.71,1.31,1.53,30.31,26.6,1.7,0.92,1,1,7.25,7.1,352.09,0.13,20.68,39.51,2.46,0.61,0.61,25.72,250.34,0,1.21,2.19,65.51,NAxxxx,26.35,0.33,19.21,0.98,30.31,0.54,2.08,2.34,1.01,2.12,1.02,0
besc-856.csv,Unique,8/13/2014,13.945,270.5,45.89,6.298701299,99.02,1.18,6.29,32.93,25.59,6.54,0.95,1,0.97,5,4.72,349.14,0.12,20.75,39.67,2.29,0.3,0.29,25.46,298.8,0,3.93,0,29,NAxxxx,25.41,0.38,1.36,0.94,32.93,0.26,0,2.11,4.19,2.03,0.96,0
besc-857.csv,Unique,8/13/2014,12.04,254,27.21,4.935064935,99.11,1.12,0,30.75,26.47,0,0.88,1,0.99,6.9,6.43,348.65,0.12,20.76,39.69,2.53,0.67,0.67,25.83,74.48,3.54,1.07,0,33.75,NAxxxx,25.89,0.28,2.4,0.87,30.75,0.4,0,1.13,0,1.03,1.03,3.9
besc-860.csv,Unique,8/21/2014,15.4,306,85.58,11.94805195,99.37,2,3.39,31.92,26.04,3.63,0.95,1,0.99,8.14,7.58,350.58,0.18,20.82,39.37,2.24,0.49,0.49,25.82,300.04,0,3.5,0,42.29,NAxxxx,25.96,0.31,4.34,1.09,31.92,0.44,0,1.83,1.96,1.72,1.02,0
besc-861.csv,Unique,8/12/2014,9.69,217,110.54,7.835497835,98.21,2.02,1.76,33.25,26.05,1.89,0.85,1,1,7.75,7.52,349.93,0.23,20.57,38.89,2.48,0.47,0.48,25.61,297.95,0,0.78,0.25,38.39,NAxxxx,25.94,0.26,19.59,0.84,33.25,0.43,0.24,0.1,0.9,0.1,1.06,0
besc-866.csv,Unique,8/20/2014,13.46,296,33.99,8.409090909,98.74,1.7,1.42,29.15,25.68,1.49,0.91,0.99,1,9.43,9.22,350.05,0.16,20.69,39.06,2.21,0.59,0.6,25.44,248.4,0,1.2,1.31,72.39,NAxxxx,25.47,0.36,15.72,1.05,29.15,0.53,1.28,1.37,2.77,1.31,1.01,0
besc-869.csv,Unique,8/20/2014,14.135,200,28.14,6.601731602,98.77,0.79,4.84,28.19,26.47,5.34,0.75,0.99,0.99,5.13,4.95,349.64,0.08,20.69,39.23,2.39,0.62,0.62,25.5,74.83,0,1.11,0.24,41.89,NAxxxx,25.43,0.29,3.45,1.02,28.19,0.37,0.23,1.12,0,1.02,0.99,0
besc-870.csv,Unique,8/15/2014,13.235,242,47.27,9.642857143,98.92,1.06,1.19,28.21,26.65,1.33,0.94,1,1,8.34,8.12,351.77,0.12,20.72,39.17,2.6,0.58,0.58,25.59,302.42,0,1.01,1.43,57.41,NAxxxx,26.51,0.31,18.27,0.83,28.21,0.54,1.36,1.52,1.72,1.37,1.03,0
